,State,Date,Text
432,Kansas,10-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 10, 2022July 12, 2022 - Half Staff Alert - KansasIn accordance with Executive Order 20-30, Governor Laura
Kelly directs flags be flown at half-staff at all state grounds, buildings, and
facilities from sunup to sundown on Tuesday, July 12, 2022, i
                    …Continue Reading"
433,Iowa,8-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 08, 2022July 11, 2022 - Half-Staff Alert - IowaGov. Kim
Reynolds ordered all flags in Iowa to be lowered to half-staff Monday, July 11,
from sunrise to sunset in honor and remembrance of Sergeant John Williams of
the Coralville Police Departmen
                    …Continue Reading"
434,Massachusetts,8-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 08, 2022July 11, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that
the United States of America flag and the Commonwealth of Massachusetts flag be
lowered to half-staff from sunrise until
                    …Continue Reading"
435,Illinois,8-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 08, 2022July 5-9, 2022 - Half-Staff Alert - Entire United StatesProclamation on Honoring The Victims Of The Tragedy In Highland Park, Illinois As a mark of respect for the victims of the senseless acts of gun violence perpetrated on our Independence Day, July
                    …Continue Reading"
436,Iowa,8-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 08, 2022July 9, 2022 - Half-Staff Alert - IowaGov.
Kim Reynolds ordered all flags in Iowa to fly at half-staff on Saturday, July
9, 2022, to honor a fallen U.S. soldier who was killed in World War II. Flags
are already ordered at half-staff th
                    …Continue Reading"
437,Alabama,7-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 07, 2022July 8, 2022 - Half Staff Alert - AlabamaGovernor Ivey ordered U.S. & Alabama flags to half-staff July 8, 2022 to honor Bibb County Deputy Sheriff Brad Johnson.
                    …Continue Reading"
438,Iowa,7-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 07, 2022July 8, 2022 - Half-Staff Alert - IowaGov.
Kim Reynolds ordered all flags in Iowa to fly at half-staff from sunrise to
sunset on Friday, July 8, 2022, to honor a World War II pilot and funeral
director from Shenandoah.World War II Vete
                    …Continue Reading"
439,Hawaii,6-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 06, 2022July 7, 2022 - Half Staff Alert - HawaiiGov. David Ige has ordered that the United States flag and the Hawaiʻi state flag be flown at half-staff at the Hawaiʻi State Capitol and upon all state offices and agencies as well as the Hawaiʻi Nat
                    …Continue Reading"
440,Kentucky,6-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 06, 2022July 5-7, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags at all state buildings to be lowered to half-staff from sunrise on Tuesday, July 5, to sunset on Thursday, July 7, in honor of Floyd County peace officers who died
                    …Continue Reading"
441,Massachusetts,2-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 02, 2022July 2, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that the United States of America flag and the Commonwealth of Massachusetts flag be lowered to half-staff from sunrise until su
                    …Continue Reading"
442,Oregon,2-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 02, 2022July 1-2, 2022 - Half Staff Alert - OregonGovernor Kate Brown today ordered all flags at Oregon public institutions to be flown at half-staff until sunset, July 2, in honor and remembrance of Hershel W. “Woody” Williams. Williams was the last
                    …Continue Reading"
443,Illinois,1-Jul-22,"Posted by Half-Staff Alerts Staff on Jul 01, 2022July 1-2, 2022 - Half Staff Alert - IllinoisNotice to Proceed MemoThe Department of
Central Management Services has received notice fromGovernor JB Pritzker
that all person or entities covered by the Illinois Flag Display Act are to fly
the
                    …Continue Reading"
444,Hawaii,30-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 30, 2022July 1, 2022 - Half Staff Alert - HawaiiAs a mark of respect for the late Richard “Dickie” Sung Hong Wong, Gov. David Ige has ordered that the flags of the United States and State of Hawaiʻi be flown at half-staff at all state offices and a
                    …Continue Reading"
445,Alaska,30-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 30, 2022July 1, 2022 - Half Staff Alert - AlaskaGovernor Dunleavy has ordered that Alaska and United States flags fly at half-staff between sunrise and sunset Friday, July 1, 2022, in honor of former Senator Dennis Egan."
446,Arizona,29-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 29, 2022July 1, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey ordered a half staff at all state buildings today in honor of Yavapai County Sheriff’s Deputy Sergeant Richard Lopez, who was shot and killed in the line of duty Tuesday, June 28.S
                    …Continue Reading"
447,Arizona,29-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 29, 2022June 30, 2022 - Half-Staff Alert - ArizonaGovernor
Doug Ducey ordered flags at all state buildings be lowered to half-staff from
sunrise to sunset tomorrow, June 30, 2022, in honor of the 19 Granite Mountain
Hotshots who lost their lives p
                    …Continue Reading"
448,Kansas,27-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 27, 2022June 29, 2022 - Half Staff Alert - KansasIn accordance with
Executive Order 20-30, Governor Laura Kelly directs flags be flown at
half-staff at all state grounds, buildings, and facilities on Wednesday, June
29, 2022, in honor of Linn Cou
                    …Continue Reading"
449,Arkansas,27-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 27, 2022June 24-28, 2022 - Half Staff Alert - ArkansasGovernor Asa Hutchinson has directed the United States flag and the state flag of Arkansas to fly at half-staff from June 24-28, 2022 for Perry County corrections officer Jeremiah Story.
                    …Continue Reading"
450,Alabama,27-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 27, 2022June 27, 2022 - Half Staff Alert - AlabamaGovernor Ivey ordered U.S. & Alabama flags to half-staff June 27, 2022 to honor Chambers Couty Deputy Sheriff J'Mar Abel.
                    …Continue Reading"
451,Pennsylvania,24-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 24, 2022June 20-24 & 27, 2022 - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds in Philadelphia County to fly at half-staff immediately in honor of Philadelphia Fire Depar
                    …Continue Reading"
452,Arizona,24-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 24, 2022June 24, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey
today ordered all state flags be lowered to half-staff tomorrow, June 24, 2022,
in honor of Queen Creek Mayor Gail Barney, who passed away yesterday.

The
Governor issued the
                    …Continue Reading"
453,Georgia,22-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 22, 2022June 26, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff in Lowndes County June 26, 2022 in honor of the Honorable Joseph ""Sonny"" Vickers of Valdosta, Georgia. 
                    …Continue Reading"
454,Iowa,21-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 21, 2022June 22, 2022 - Half-Staff Alert - IowaGov. Kim Reynolds
has ordered all flags in Iowa to fly at half-staff from sunrise to sunset
on Wednesday, June 22, 2022, to honor fallen Army Cpl. Kenneth
Ford of Albia, Iowa. Ford was reported mis
                    …Continue Reading"
455,Maryland,20-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 20, 2022June 13-21, 2022 - Half-Staff Alert - MarylandFlag Status Alert: United States Flag and Maryland Flag will return to Full-StaffThe United States FlagandMaryland Flag shall be raised to full-staff at sunset on Tuesday, June 21, 2022, the day of in
                    …Continue Reading"
456,Nevada,17-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 17, 2022June 20, 2022 - Half-Staff Alert - NevadaToday, Governor Steve Sisolak ordered the flags of the United States and the State of Nevada to be flown at half-staff at the State Capitol and State public buildings and grounds from sunrise until su
                    …Continue Reading"
457,Illinois,17-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 17, 2022June 19-20, 2022 - Half Staff Alert - IllinoisHonoring Juneteenth National Freedom DayUnited States and Illinois flags at half-staff from Sunrise Sunday, June 19, 2022 until Sunset Monday, June 20, 2022.The Department of Central Management Servic
                    …Continue Reading"
458,Iowa,17-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 17, 2022June 18, 2022 - Half-Staff Alert - IowaGov. Kim Reynolds ordered all flags in Iowa to be lowered to half-staff Saturday, June 18, from sunrise to sunset in honor and remembrance of Fremont County Sheriff’s Deputy Austin “Melvin” Richardson
                    …Continue Reading"
459,Tennessee,16-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 16, 2022June 17, 2022 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol and the Hamilton County State office buildings can be flown at half-staff from sunrise to sunset on Friday, June 17, 2022 in honor of Lieutenant
                    …Continue Reading"
460,Mississippi,16-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 16, 2022June 16, 2022 - Half-Staff Alert - MississippiGovernor Reeves order U.S. & Mississippi flags to half-staff June 16, 2022 to honor Meridian police officer Kennis Winston Croom."
461,Florida,15-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 15, 2022June 15, 2022 - Half Staff Alert - FloridaGovernor DeSantis ordered U.S. and Florida flags to half-staff June 15, 2022 in honor of Pulse Remembrance Day in Florida.On Wednesday, June 8, 2022, Officer Christopher Fariello was killed at the age
                    …Continue Reading"
462,Wyoming,10-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 10, 2022June 10-13, 2022 - Half-Staff Alert - WyomingGovernor Mark Gordon
has ordered both the U.S. and State of Wyoming flags to fly at half-staff
statewide immediately until sunset on Monday, June 13 in
honor and memory of U.S. Marine Seth Rasmuson
                    …Continue Reading"
463,Florida,10-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 10, 2022June 12, 2022 - Half Staff Alert - FloridaGovernor DeSantis ordered U.S. and Florida flags to half-staff June 12, 2022 in honor of Pulse Remembrance Day in Florida.
                    …Continue Reading"
464,Tennessee,10-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 10, 2022June 10-12, 2022 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol and all State office buildings will be flown at half-staff from sunrise Friday, June 10, 2022, until sunset Sunday, June 12, 2022, in honor of Ge
                    …Continue Reading"
465,Montana,10-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 10, 2022June 10, 2022 - Half Staff Alert - MontanaGovernor Greg Gianforte today ordered flags flown over state buildings and grounds to fly at half-staff from sunrise to sunset on Friday, June 10, 2022, to honor the life and service of Senator Mark S
                    …Continue Reading"
466,Michigan,10-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 10, 2022June 12, 2022  - Half Staff Alert - MichiganGovernor Gretchen Whitmer has
ordered U.S. and Michigan flags within the State Capitol Complex and upon all
public buildings and grounds across the state of Michigan to be lowered to
half-staff on
                    …Continue Reading"
467,Maryland,9-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 09, 2022June 11, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan ordered the
Maryland State Flag be lowered to half-staff from sunrise to sunset, Saturday, June 11,
2022. This is the day of interment for former State Se
                    …Continue Reading"
468,Georgia,8-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 08, 2022June 8, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags to half-staff May 9, 2022 in honor of Former First Lady of Georgia, Betty Foy Sanders.
                    …Continue Reading"
469,Virginia,7-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 07, 2022June 8, 2022 - Half Staff Alert - West VirginiaGov. Jim Justice has issued a proclamation, ordering that all United States and West Virginia flags at the Capitol Complex in Charleston and all state-owned facilities in Nicholas County be displayed
                    …Continue Reading"
470,Pennsylvania,6-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 06, 2022June 2, 2022 - Half-Staff Alert - PennsylvaniaWhile we are unable to locate an interment date. The Pennsylvania State website says flags show be at full-staff.In honor of former Pennsylvania State Representative Peter J. Daley II, who recently pa
                    …Continue Reading"
471,Arizona,6-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 06, 2022June 6, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey
today ordered flags at all state buildings be lowered to half-staff from
sunrise to sunset Monday, June 6, in honor of White Mountain Apache Police
Officer Adrian Lopez.

Offi
                    …Continue Reading"
472,Maryland,3-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 03, 2022June 5, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan has ordered the Maryland Flag lowered to half-staff at sunrise, Sunday, June 5, 2022 and returned to full-staff at sunset, Sunday, June 5, 2022 for Fire and
                    …Continue Reading"
473,California,3-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 03, 2022June 3, 2022 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of California Department of Transportation (Caltrans) Maintenance Worker Quanda McGadney:“Jennifer and I were saddened to
                    …Continue Reading"
474,Oklahoma,2-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 02, 2022June 2-5, 2022 - Half Staff Alert - OklahomaGovernor Kevin Stitt today directed all American and Oklahoma flags on state property to be flown at half-staff through sundown Sunday, June 5, 2022, in memory of the four innocent victims who were ki
                    …Continue Reading"
475,Wisconsin,2-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 02, 2022June 3, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers today signed Executive Order
#167 ordering the flags of the United States and the state of Wisconsin to
be flown at half-staff on Fri., June. 3, 2022, in honor of former
Wisconsin S
                    …Continue Reading"
476,Massachusetts,2-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 02, 2022June 3, 2022 - Half Staff Alert - MassachusettsPlease be advised that Massachusetts Governor Charlie Baker has ordered that
the United States of America flag and the Commonwealth of Massachusetts flag be
lowered to half-staff from sunrise until
                    …Continue Reading"
477,California,2-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 02, 2022June 2, 2022 - Half Staff Alert - CaliforniaGovernor Gavin Newsom today issued the following statement regarding the death of Los Angeles Police Department Officer II Houston Ryan Tipping:“Jennifer and I are terribly saddened to learn of the tr
                    …Continue Reading"
478,Florida,1-Jun-22,"Posted by Half-Staff Alerts Staff on Jun 01, 2022June 1, 2022 - Half Staff Alert - FloridaOn May 20, 2022, Former Representative Betty Reed passed away at the age of 81. She represented Districts 59 and 61 in the Florida House of Representatives from 2006 until 2014. During her time in the
                    …Continue Reading"
479,Iowa,31-May-22,"Posted by Half-Staff Alerts Staff on May 31, 2022June 1, 2022 - Half-Staff Alert - IowaGov. Kim Reynolds ordered all flags in
Iowa to be lowered to half-staff from sunrise to sunset on Wednesday, June 1,
2022, in honor of Richard Johnson, who served as State Auditor from 1979 to
2003
                    …Continue Reading"
480,Iowa,31-May-22,"Posted by Half-Staff Alerts Staff on May 31, 2022May 31, 2022 - Half-Staff Alert - IowaGov. Kim Reynolds has ordered all flags in
Iowa to fly at half-staff from sunrise to sunset on Tuesday, May 31, 2022, to
honor Larry Spencer of West Des Moines, a former prisoner of war in North
Vi
                    …Continue Reading"
481,Virginia,31-May-22,"Posted by Half-Staff Alerts Staff on May 31, 2022May 31, 2022 - Half-Staff Alert - VirginiaIn accordance with the
authority vested in me as Governor, I hereby order that the flags of the United
States of America, and the Commonwealth of Virginia flags be flown at
half-staff on all state
                    …Continue Reading"
482,Texas,28-May-22,"Posted by Half-Staff Alerts Staff on May 28, 2022May 24-28, 2022 - Half Staff Alert - TexasPursuant to Chapter 3100 of the Texas Government Code, I
direct the Texas flag be immediately lowered to half-staff statewide on
Tuesday, May 24, 2022, in memory of those who lost their lives in a s
                    …Continue Reading"
483,Kentucky,27-May-22,"Posted by Half-Staff Alerts Staff on May 27, 2022May 29, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings to be lowered to half-staff from sunrise to sunset on
Sunday, May 29, in honor of a Floyd County volunteer firefighter.Firefighter Phillip
                    …Continue Reading"
484,Texas,26-May-22,"Posted by Half-Staff Alerts Staff on May 26, 2022May 24-28, 2022 - Half-Staff Alert - United StatesA Proclamation Honoring The Victims Of The Tragedy In Uvalde, TexasAs a mark of respect for the victims of the senseless acts of violence perpetrated on May 24, 2022, by a gunman at Robb Elementary Sc
                    …Continue Reading"
485,Kentucky,26-May-22,"Posted by Half-Staff Alerts Staff on May 26, 2022May 27, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings to be lowered to half-staff from sunrise to sunset on
Friday, May 27, in honor of Jessamine County Sheriff Kevin Corman, who died
Sunday,
                    …Continue Reading"
486,Alaska,23-May-22,"Posted by Half-Staff Alerts Staff on May 23, 2022May 25, 2022 - Half Staff Alert - AlaskaGovernor Dunleavy ordered U.S. flags and Alaska state flags to fly at half-staff on May 25, 2022, from sunrise till sunset in honor of former legislator Glenn Hackney."
487,Indiana,21-May-22,"Posted by Half-Staff Alerts Staff on May 21, 2022May 21, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Harrison County to honor the life and sacrifice of Jacob Tyler McClanahan of Corydon, Indiana. Jacob McClanahan was a volunteer
                    …Continue Reading"
488,Pennsylvania,21-May-22,"Posted by Half-Staff Alerts Staff on May 21, 2022May 17-21, 2022 - Half-Staff Alert - PennsylvaniaIn honor of former Pennsylvania State Senator Jim Ferlo, who has passed away, Governor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds fly at half-s
                    …Continue Reading"
489,Virginia,20-May-22,"Posted by Half-Staff Alerts Staff on May 20, 2022May 21, 2022 - POW-MIA Flag Alert - VirginiaIn accordance with the
authority vested in me as Governor, I hereby order that the POW/MIA flag be
flown with the United States of America and the Commonwealth of Virginia flags
and be flown on all
                    …Continue Reading"
490,Alaska,20-May-22,"Posted by Half-Staff Alerts Staff on May 20, 2022May 23, 2022 - Half Staff Alert - AlaskaAlaska Governor Mike Dunleavy and First Lady Rose Dunleavy mourn the passing of former Alaska Senator Arliss Sturgulewski, who passed away this morning.“My family sends our condolences to the family o
                    …Continue Reading"
491,Maryland,20-May-22,"Posted by Half-Staff Alerts Staff on May 20, 2022May 20, 2022 - Half-Staff Alert - MarylandThis is to advise that Governor Larry Hogan ordered
the Maryland Flag lowered to half-staff from sunrise to sunset, Friday,
May 20, 2022.  This is the day of interment for former State
Senator and
                    …Continue Reading"
492,Kentucky,20-May-22,"Posted by Half-Staff Alerts Staff on May 20, 2022May 21, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings to be lowered to half-staff from sunrise to sunset on
Saturday, May 21, in honor of the Calloway County Sheriff’s Office Chief Deputy
who
                    …Continue Reading"
493,Minnesota,20-May-22,"Posted by Half-Staff Alerts Staff on May 20, 2022May 20, 2022 - Half-Staff Alert - MinnesotaGovernor
Tim Walz has ordered all United States and Minnesota flags to be flown at
half-staff at all state buildings in the State of Minnesota, from sunrise until
sunset on Friday, May 20 2022, in
                    …Continue Reading"
494,Indiana,19-May-22,"Posted by Half-Staff Alerts Staff on May 19, 2022May 19, 2022 - Half-Staff Alert - IndianaGovernor Eric J. Holcomb is directing flags to be flown at half-staff in Marion County to honor the life and sacrifice of Richard C. “Hank” Potter of Indianapolis. Hank Potter served as the Engineer o
                    …Continue Reading"
495,Oregon,19-May-22,"Posted by Half-Staff Alerts Staff on May 19, 2022May 19, 2022 - Half Staff Alert - OregonGovernor
Kate Brown today ordered all flags at Oregon public institutions to be flown at
half-staff from now until sunset tonight in honor and remembrance of Gerry
Frank, who died March 13, 2022.
                    …Continue Reading"
496,Georgia,18-May-22,"Posted by Half-Staff Alerts Staff on May 18, 2022May 19, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags on the State Capitol building and grounds and throughout Rockdale County to half-staff May 9, 2022 in honor of Deputy Walter D. Jenkins Jr.
                    …Continue Reading"
497,Kentucky,13-May-22,"Posted by Half-Staff Alerts Staff on May 13, 2022May 14, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags
at all state buildings to be lowered to half-staff from sunrise to sunset on
Saturday, May 14, in honor of a Kentucky soldier who was killed in the Korean
War bu
                    …Continue Reading"
498,Iowa,13-May-22,"Posted by Half-Staff Alerts Staff on May 13, 2022May 14, 2022 - Half-Staff Alert - IowaGov. Kim Reynolds has ordered all flags in
Iowa to fly at half-staff from sunrise to sunset on Saturday,May 14, 2022 to honor fallen Navy Seaman 1st Class
David F. Tidball who
was killed at Pearl H
                    …Continue Reading"
499,Wisconsin,13-May-22,"Posted by Half-Staff Alerts Staff on May 13, 2022May 14, 2022 - Half-Staff Alert - WisconsinGov. Tony Evers signed Executive Order #162 ordering the flags of the United States and the state of Wisconsin to be flown at half-staff on Sat., May 14, 2022, in honor of Hmong-Lao Veterans Day. 
                    …Continue Reading"
500,Iowa,13-May-22,"Posted by Half-Staff Alerts Staff on May 13, 2022May 13, 2022 - Half-Staff Alert - IowaGov. Kim Reynolds has ordered all flags in Iowa to fly at half-staff from sunrise to sunset on Friday, May 13, 2022 to honor fallen Navy Storekeeper 3rd Class Harry E. Nichols, who was killed at Pearl
                    …Continue Reading"
501,Virginia,9-May-22,"Posted by Half-Staff Alerts Staff on May 09, 2022May 10, 2022 - Half Staff Alert - West VirginiaGov. Jim Justice has issued a proclamation, ordering that all United States and West Virginia flags at the Capitol Complex in Charleston and all state-owned facilities in Braxton County be displayed a
                    …Continue Reading"
502,Georgia,9-May-22,"Posted by Half-Staff Alerts Staff on May 09, 2022May 9, 2022 - Half Staff Alert - GeorgiaGovernor Kemp ordered U.S. & Georgia flags on the State Capitol building and grounds and throughout Lowndes County to half-staff May 9, 2022 in honor of the Honorable H. Arthur ""Mac"" McLane.
                    …Continue Reading"
503,Illinois,6-May-22,"Posted by Half-Staff Alerts Staff on May 06, 2022May 6-7, 2022 - Half Staff Alert - IllinoisUnited States and Illinois flags at half-staff immediately until sunset on Saturday, May 7, 2022.The Department of Central Management Services has received notice from
Governor JB Pritzker that all p
                    …Continue Reading"
504,Louisiana,6-May-22,"Posted by Half-Staff Alerts Staff on May 06, 2022May 6, 2022 - Half-Staff Alert - LouisianaGovernor Edwards is allowing U.S. & Louisiana Flags to be lowered to half-staff within the Parish of East Baton Rouge May 6, 2022 to honor East Baton Rouge Parish Sheriff's Deputy Cpl. Nick Tullie
                    …Continue Reading"
505,Colorado,6-May-22,"Posted by Half-Staff Alerts Staff on May 06, 2022May 6, 2022 - Half Staff Alert - ColoradoGovernor Jared Polis today ordered flags to be lowered to half-staff on all public buildings from sunrise until sunset on Friday, May 6, 2022, in honor of longtime Conejos County Fire Board member and
                    …Continue Reading"
506,Iowa,5-May-22,"Posted by Half-Staff Alerts Staff on May 05, 2022May 6, 2022 - Half-Staff Alert - IowaGovernor Kim Reynolds ordered all flags in Iowa to be lowered to half-staff from sunrise to sunset on Friday, May 6 for the Iowa Peace Officer Memorial Ceremony. 
This year, two fallen officers
                    …Continue Reading"
507,Maryland,5-May-22,"Posted by Half-Staff Alerts Staff on May 05, 2022May 6, 2022 - Half-Staff Alert - MarylandGovernor Larry Hogan has ordered the Maryland State Flag lowered to half-staff at sunrise, Friday, May 6, 2022 and returned to full-staff at sunset, Friday, May 6, 2022 for Fallen Heroes Day. This day
                    …Continue Reading"
508,Kansas,5-May-22,"Posted by Half-Staff Alerts Staff on May 05, 2022May 6, 2022 - Half Staff Alert - KansasIn accordance with Executive Order #20-30, Governor Laura Kelly has directed flags statewide to be lowered to half-staff on Friday, May 6, 2022, in conjunction with the Kansas Law Enforcement Memorial
                    …Continue Reading"
509,Nevada,5-May-22,"Posted by Half-Staff Alerts Staff on May 05, 2022May 5, 2022 - Half-Staff Alert - NevadaToday, Governor Steve Sisolak ordered the flags of the United States and the State of Nevada to be flown at half-staff at the State Capitol and State public buildings and grounds from sunrise until su
                    …Continue Reading"
510,Utah,4-May-22,"Posted by Half-Staff Alerts Staff on May 04, 2022May 4, 2022 - Half-Staff Alert - UtahUtah Gov. Spencer J. Cox has ordered the lowering of the flag of the United States of America and the flag of the state of Utah on all state facilities in recognition of the life, legacy, and selfless
                    …Continue Reading"
511,Arizona,2-May-22,"Posted by Half-Staff Alerts Staff on May 02, 2022May 2, 2022 - Half-Staff Alert - ArizonaGovernor Doug Ducey ordered flags at all state buildings be lowered to half-staff from sunrise to sunset tomorrow, Monday, May 2, in honor of Arizona Peace Officers Memorial Day.“Arizona’s peace offic
                    …Continue Reading"
512,Texas,30-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 30, 2022April 25-30, 2022 - Half Staff Alert - TexasThe Texas flag is at half-staff statewide today.Texas National Guard Specialist Bishop Evans, a field artilleryman assigned to A Battery, 4-133 Field Artillery Regiment, from Arlington, Texas, died wh
                    …Continue Reading"
513,Alabama,29-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 29, 2022April 29-30, 2022 - Half Staff Alert - AlabamaGovernor Ivey ordered U.S. & Alabama flags to half-staff April 29-30, 2022 to honor state Rep. Steve McMillan.
                    …Continue Reading"
514,Kentucky,28-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 28, 2022April 29, 2022 - Half-Staff Alert - KentuckyGov. Andy Beshear has ordered flags at all state buildings to be lowered to half-staff from sunrise to sunset Friday, April 29, in honor of a Kentucky Marine who died while on active duty. Chief
                    …Continue Reading"
515,Nebraska,27-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 27, 2022April 27-28, 2022 - Half Staff Alert - NebraskaToday, Governor Pete Ricketts issued a statement on the passing of State Senator Rich Pahls of Omaha. 
“Senator Pahls was a dedicated public servant and a great man.  He was committed to improving hi
                    …Continue Reading"
516,Oregon,22-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 22, 2022April 23, 2022 - Half Staff Alert - OregonGovernor Kate Brown today ordered all flags at Oregon public institutions to be flown at half-staff from sunrise to sunset on April 23 in honor and remembrance of U.S. Congresswoman Elizabeth Furse, w
                    …Continue Reading"
517,Nebraska,20-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 20, 2022April 23, 2022 - Half Staff Alert - NebraskaToday, Governor Pete Ricketts announced that all U.S. and Nebraska flags are to be flown at half-staff on Saturday, April 23, 2022 in honor of Congressman Brad Ashford, of Omaha, who passed away earli
                    …Continue Reading"
518,Wyoming,19-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 19, 2022April 21, 2022 - Half-Staff Alert - WyomingGovernor Mark Gordon has ordered the Wyoming State Flag be flown at half staff at the Capitol in Cheyenne and in Laramie County from sunrise to sunset on Thursday, April 21, 2022 in honor and memory o
                    …Continue Reading"
519,Kansas,19-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 19, 2022April 19-23, 2022 - Half Staff Alert - KansasIn accordance with Executive Order # 20-30, Governor Laura Kelly has directed flags be lowered to half-staff throughout the Pottawatomie and Riley counties effective immediately to sunset, April 23, 2
                    …Continue Reading"
520,Tennessee,19-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 19, 2022April 19, 2022 - Half Staff Alert - TennesseeBy order of the Governor, flags over the State Capitol and all State office buildings are to be flown at half-staff from sunrise until sunset on Tuesday, April 19, 2022, in honor of the ultimate sacri
                    …Continue Reading"
521,Pennsylvania,18-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 18, 2022April 15-20, 2022 - Half-Staff Alert - PennsylvaniaGovernor Tom Wolf ordered the commonwealth flag on all commonwealth facilities, public buildings and grounds in Cambria County to fly at half-staff immediately in honor of Hope Fire Company Fire Chief
                    …Continue Reading"
522,Virginia,15-Apr-22,"Posted by Half-Staff Alerts Staff on Apr 15, 2022April 16, 2022 - Half Staff Alert - VirginiaIn accordance with the authority vested in me as Governor, I hereby order that the flags of the United States of America and the Commonwealth of Virginia be flown at half-staff on all state and local
                    …Continue Reading"
